State,Pollster,Grade,Sample,Date,weight,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,link
South Carolina,Zogby Interactive/JZ Analytics,C,277  lv,2020-02-03 00:00:00,3.7,28,4,0,7,2,20,15,11,1,https://zogbyanalytics.com/news/913-the-zogby-poll-february-2020-presidential-election-report
US,Morning Consult,B+,2500  lv,2020-02-03 00:00:00,0.0,29,16,0,7,3,22,2,13,5,https://morningconsult.com/2020/02/06/buttigieg-and-sanders-move-up-biden-slides-after-bungled-iowa-caucuses/
US,Ipsos,B+,551  rv,2020-02-03 00:00:00,0.0,22,9,0,5,4,19,3,10,4,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-02/topline_reuters_2020_election_tracker_02_03_2020.pdf
New Hampshire,Suffolk University,A-,500  lv,2020-02-03 00:00:00,0.0,18,0,0,11,6,24,4,13,3,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/new-hampshire/2020/2-3-2020_final_nh_tracking_marginals.pdf
New Hampshire,Emerson College,B-,500  lv,2020-02-03 00:00:00,0.0,13,0,0,12,12,32,5,13,5,http://emersonpolling.com/2020/02/04/new-hampshire-2020-tracking-poll-night-2-sanders-lead-extends-further/
South Carolina,East Carolina University,-,469  lv,2020-02-02 00:00:00,0.2,37,1,0,4,2,14,19,8,3,https://surveyresearch-ecu.reportablenews.com/pr/south-carolina-poll-biden-leads-presidential-primary-among-likely-democratic-voters-but-many-open-to-changing-their-mind-before-election-day-trump-and-graham-lead-comfortably-in-general-election-matchups
New Hampshire,St. Anselm,-,491  lv,2020-02-02 00:00:00,4.4,19,2,0,14,11,19,5,11,4,https://www.anselm.edu/sites/default/files/Documents/NHIOP/Polls/Democratic%20Voter%20Survey%20Jan-Feb%202020.pdf
US,AtlasIntel,-,532  lv,2020-02-02 00:00:00,4.6,24,8,0,5,2,28,0,11,3,https://projects.fivethirtyeight.com/polls/20200203_National.pdf
US,Morning Consult,B+,15259  lv,2020-02-02 00:00:00,0.1,28,14,0,6,3,24,3,14,4,https://morningconsult.com/2020-democratic-primary/
New Hampshire,Emerson College,B-,500  lv,2020-02-02 00:00:00,0.0,14,0,0,13,8,29,8,12,7,http://emersonpolling.com/2020/02/03/new-hampshire-2020-tracking-poll-night-1-sanders-opens-commanding-lead/
Iowa,Data for Progress,A-,2394  lv,2020-02-02 00:00:00,28.3,18,2,0,18,9,22,4,19,6,http://filesforprogress.org/datasets/2020/2/ia_caucus.pdf
Iowa,Emerson College,B-,853  lv,2020-02-02 00:00:00,8.6,21,0,0,15,11,28,4,14,5,http://emersonpolling.com/2020/02/02/iowa-2020-sanders-on-top-going-into-caucus-night/
New Hampshire,RKM Research and Communications Inc.,A/B,454  lv,2020-02-01 00:00:00,1.3,24,2,0,8,4,31,0,17,1,https://www.franklinpierce.edu/institutes/mfcc/020220%20FPU%20NH%202020%20pre-Iowa%20TABLES%20and%20QST.pdf
New Hampshire,University of Massachusetts Lowell,A/B,400  lv,2020-01-31 00:00:00,1.2,22,0,0,12,6,23,6,19,2,https://www.uml.edu/docs/TOPLINE%20-%20UMass%20Lowell%20NH%20Dem%20Primary%2020200203_tcm18-321680.pdf
Massachusetts,Evan Falchuk and Lou DiNatale,-,334  lv,2020-01-30 00:00:00,0.5,16,8,0,6,7,12,4,23,3,https://projects.fivethirtyeight.com/polls/20200206_MA.xlsx
Iowa,David Binder Research,-,300  lv,2020-01-30 00:00:00,3.5,46,0,0,0,0,40,0,0,0,https://www.focusonruralamerica.com/2020/02/03/caucus-day-poll-release/
Iowa,David Binder Research,-,300  lv,2020-01-30 00:00:00,0.0,15,1,0,19,11,17,3,15,1,https://www.focusonruralamerica.com/2020/02/03/caucus-day-poll-release/
Texas,University of Texas at Tyler,B/C,416  lv,2020-01-30 00:00:00,0.6,34,16,0,4,3,18,2,17,3,https://projects.fivethirtyeight.com/polls/20200202_TX_3.pdf
Texas,University of Texas at Tyler,B/C,487  rv,2020-01-30 00:00:00,0.0,35,16,0,4,3,18,2,16,3,https://projects.fivethirtyeight.com/polls/20200202_TX_1.pdf
Iowa,American Research Group,B,400  lv,2020-01-30 00:00:00,7.1,17,2,0,9,16,23,3,15,5,https://americanresearchgroup.com/pres2020/primary/dem/iadem.html
US,IBD/TIPP,A/B,336  rv,2020-01-30 00:00:00,1.0,26,8,0,7,3,19,2,13,4,https://projects.fivethirtyeight.com/polls/20190131_National.xlsx
US,Ipsos,B+,565  rv,2020-01-30 00:00:00,0.0,23,12,0,4,2,18,4,10,4,https://graphics.reuters.com/USA-ELECTION-POLL/0100B05G09P/index.html
New Hampshire,YouGov,B-,500  lv,2020-01-29 00:00:00,0.7,20,0,0,12,5,25,5,17,4,https://polsci.umass.edu/sites/default/files/ToplinesFeb2020-REVISED.pdf
US,Harris Insights & Analytics,C+,980  rv,2020-01-29 00:00:00,0.0,31,13,0,6,3,20,2,12,3,https://harvardharrispoll.com/wp-content/uploads/2020/02/HHP_January2020_RegisteredVoters_Topline.pdf
Iowa,Civiqs,-,615  lv,2020-01-29 00:00:00,4.5,15,0,0,15,8,28,2,21,5,https://projects.fivethirtyeight.com/polls/20200202_IA_2.pdf
South Carolina,Change Research,C,651  lv,2020-01-29 00:00:00,0.2,25,0,0,7,2,20,18,11,3,https://www.changeresearch.com/post/south-carolina-post-and-courier-january-poll
US,NBC News/Wall Street Journal,A/B,428  lv,2020-01-29 00:00:00,0.2,26,9,0,7,5,27,2,15,4,https://www.nbcnews.com/politics/2020-election/sanders-biden-are-neck-neck-new-nbc-wsj-national-poll-n1127051
Washington,SurveyUSA,A,536  lv,2020-01-28 00:00:00,1.8,21,12,0,8,3,26,2,16,4,https://www.king5.com/article/news/politics/elections/bernie-sanders-democratic-primary-poll/281-54303297-ce1b-4902-9e51-512a441340ac
Iowa,Park Street Strategies,-,600  lv,2020-01-28 00:00:00,4.3,20,0,0,17,12,18,4,17,5,https://parkstreetstrategies.com/2020-iowa-democratic-caucus-survey-full-results/
US,USC Dornsife/LA Times,B/C,2227  lv,2020-01-28 00:00:00,9.3,34,9,0,9,3,18,2,16,2,https://drive.google.com/file/d/1_JsEQQbLSxwYLJE-JtvQ-syrSuwU4YN9/view
US,YouGov,B-,591  lv,2020-01-28 00:00:00,0.0,26,4,0,7,4,24,1,20,4,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3ormein07a/econTabReport.pdf
Florida,St. Pete Polls,C+,2590  lv,2020-01-28 00:00:00,0.1,41,17,0,6,5,9,2,7,2,http://stpetepolls.org/files/StPetePolls_2020_State_DEMprimary_January28_WN2A.pdf
US,YouGov Blue/Data for Progress,-,1619  lv,2020-01-27 00:00:00,5.7,30,5,0,8,4,21,2,23,4,https://projects.fivethirtyeight.com/polls/20200203_National_2.pdf
California,Change Research,C,1190  lv,2020-01-27 00:00:00,0.7,15,4,0,8,3,30,2,16,5,https://www.changeresearch.com/post/kqed-change-research-california-poll-january
Iowa,Monmouth University,A+,544  lv,2020-01-27 00:00:00,0.0,29,0,0,20,0,25,0,19,0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ia_012920.pdf/
Iowa,Monmouth University,A+,544  lv,2020-01-27 00:00:00,17.6,22,0,0,17,12,22,0,16,5,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ia_012920.pdf/
Iowa,Monmouth University,A+,544  lv,2020-01-27 00:00:00,0.0,23,0,0,16,10,21,4,15,3,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ia_012920.pdf/
Iowa,Civiqs,-,655  lv,2020-01-27 00:00:00,0.5,15,1,0,17,11,24,4,19,5,https://civiqs.com/documents/Civiqs_ISU_banner_book_2020_01_cg3q62ypb43uz6bb.pdf
US,YouGov Blue/Data for Progress,-,1619  lv,2020-01-27 00:00:00,0.0,42,0,0,0,0,23,0,30,0,https://www.politico.com/news/2020/01/28/survey-warren-polls-better-against-biden-than-sanders-108289
US,YouGov Blue/Data for Progress,-,1619  lv,2020-01-27 00:00:00,0.0,53,0,0,0,0,41,0,0,0,https://www.politico.com/news/2020/01/28/survey-warren-polls-better-against-biden-than-sanders-108289
US,YouGov Blue/Data for Progress,-,1619  lv,2020-01-27 00:00:00,0.0,47,0,0,0,0,0,0,45,0,https://www.politico.com/news/2020/01/28/survey-warren-polls-better-against-biden-than-sanders-108289
US,Quinnipiac University,A,827  rv,2020-01-27 00:00:00,2.0,26,8,0,6,7,21,2,15,3,https://poll.qu.edu/national/release-detail?ReleaseID=3654
New Hampshire,American Research Group,B,600  lv,2020-01-27 00:00:00,1.0,13,2,0,12,7,28,2,11,5,https://americanresearchgroup.com/pres2020/primary/dem/nhdem20-01.html
Pennsylvania,Franklin & Marshall College,B/C,292  rv,2020-01-26 00:00:00,3.8,22,7,0,6,5,15,1,14,5,https://www.fandm.edu/uploads/files/562535870732261549-f-m-poll-release-january-2020.pdf
Iowa,Change Research,C,704  lv,2020-01-26 00:00:00,0.0,22,0,0,23,0,30,0,20,0,https://www.changeresearch.com/post/pollercoaster-2020-sanders-leads-by-8-points-in-iowa-caucuses
Iowa,Change Research,C,704  lv,2020-01-26 00:00:00,4.4,18,0,0,19,10,27,4,15,4,https://www.changeresearch.com/post/pollercoaster-2020-sanders-leads-by-8-points-in-iowa-caucuses
US,Morning Consult,B+,17836  lv,2020-01-26 00:00:00,0.0,29,12,0,7,3,23,3,14,5,https://morningconsult.com/2020-democratic-primary/
New Hampshire,RKM Research and Communications Inc.,A/B,407  lv,2020-01-26 00:00:00,0.3,22,3,0,10,5,29,0,16,1,https://www.franklinpierce.edu/institutes/mfcc/FPU%20PP%20NH%20Jan%202020%2023-26%20Tables.pdf
Iowa,Emerson College,B-,450  lv,2020-01-26 00:00:00,0.7,21,0,0,10,13,30,5,11,5,http://emersonpolling.com/2020/01/27/iowa-2020-sanders-solidifies-frontrunner-status-in-iowa-while-klobuchar-nears-viability/
Iowa,Suffolk University,A-,500  lv,2020-01-26 00:00:00,11.0,25,0,0,18,6,19,2,13,3,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/1_27_2020_marginals_pdftxt.pdf
Florida,Tel Opinion Research,B/C,600  lv,2020-01-23 00:00:00,0.7,41,0,0,0,0,21,0,18,0,https://www.politico.com/f/?id=0000016f-f3f6-d6d6-abff-f3f713770000
Florida,Tel Opinion Research,B/C,600  lv,2020-01-23 00:00:00,0.0,29,4,0,4,4,17,2,12,2,https://www.politico.com/f/?id=0000016f-f3f6-d6d6-abff-f3f713770000
Iowa,Morningside College,-,253  lv,2020-01-23 00:00:00,2.8,19,1,0,18,12,15,6,15,4,https://www.morningside.edu/assets/uploads/campus_life_and_arts_student_life/civic_engagement/2020-Morningside-Poll_Summary-of-Results.pdf
US,Echelon Insights,-,474  lv,2020-01-23 00:00:00,0.0,56,0,0,32,0,0,0,0,0,http://echeloninsights.com/wp-content/uploads/Omnibus-January-2020_Dem-Primary.pdf
US,Echelon Insights,-,474  lv,2020-01-23 00:00:00,3.6,54,0,0,0,0,38,0,0,0,http://echeloninsights.com/wp-content/uploads/Omnibus-January-2020_Dem-Primary.pdf
US,Echelon Insights,-,474  lv,2020-01-23 00:00:00,0.0,48,0,0,0,0,0,0,43,0,http://echeloninsights.com/wp-content/uploads/Omnibus-January-2020_Dem-Primary.pdf
US,Echelon Insights,-,474  lv,2020-01-23 00:00:00,0.0,26,13,0,7,3,23,2,10,3,http://echeloninsights.com/wp-content/uploads/Omnibus-January-2020_Dem-Primary.pdf
Iowa,YouGov,B-,1356  lv,2020-01-23 00:00:00,8.3,25,0,0,22,7,26,1,15,1,https://drive.google.com/file/d/1TZ_phVL1vfC0P9b_RDH9ymdLRnk0lrrJ/view
New Hampshire,Marist College,A+,1077  rv,2020-01-23 00:00:00,0.0,14,0,0,17,10,22,3,12,5,http://maristpoll.marist.edu/wp-content/uploads/2020/01/NBC-News_Marist-Poll_NH-NOS-and-Tables_2001241124.pdf
New Hampshire,Marist College,A+,697  lv,2020-01-23 00:00:00,0.7,15,0,0,17,10,22,3,13,5,http://maristpoll.marist.edu/wp-content/uploads/2020/01/NBC-News_Marist-Poll_NH-NOS-and-Tables_2001241124.pdf
New Hampshire,University of New Hampshire,B,516  lv,2020-01-23 00:00:00,0.1,16,1,0,15,6,25,2,12,5,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1571&context=survey_center_polls
US,ABC News/Washington Post,A+,276  lv,2020-01-23 00:00:00,0.2,34,7,0,4,4,22,1,14,6,https://docs.google.com/spreadsheets/d/1CpUPZwYYsqSKzcFdExi1xOllSJGcR-XQZk9pVfnRAFY/edit
US,ABC News/Washington Post,A+,349  rv,2020-01-23 00:00:00,0.0,32,8,0,5,3,23,0,12,7,https://www.washingtonpost.com/context/washington-post-abc-news-poll-jan-20-23-2020/50b73242-0f99-4709-b8bc-7e0d56bfe0f3/
US,ABC News/Washington Post,A+,388  a,2020-01-23 00:00:00,0.0,28,8,0,5,3,24,0,11,7,https://www.washingtonpost.com/context/washington-post-abc-news-poll-jan-20-23-2020/50b73242-0f99-4709-b8bc-7e0d56bfe0f3/
Missouri,Remington Research Group,C-,1460  lv,2020-01-23 00:00:00,0.5,39,14,0,6,8,7,1,9,2,https://moscout.com/s/MOSCOUT-012420.pptx
Iowa,Siena College/New York Times Upshot,A+,584  lv,2020-01-23 00:00:00,17.2,23,0,0,23,0,30,0,19,0,https://www.nytimes.com/2020/01/25/us/politics/democratic-iowa-poll-sanders.html
Iowa,Siena College/New York Times Upshot,A+,584  lv,2020-01-23 00:00:00,0.0,17,1,0,18,8,25,3,15,3,https://scri.siena.edu/wp-content/uploads/2020/01/IADem0120_4891051654159.pdf
US,Emerson College,B-,497  lv,2020-01-23 00:00:00,0.7,30,7,0,6,4,27,1,13,8,http://emersonpolling.com/2020/01/24/national-2020-biden-and-sanders-battle-in-two-way-race-for-democratic-nomination/
US,Ipsos,B+,545  rv,2020-01-23 00:00:00,0.0,24,10,0,7,3,20,2,12,3,https://graphics.reuters.com/USA-ELECTION-POLL/0100B05G09P/index.html
US,Harris Insights & Analytics,C+,878  rv,2020-01-22 00:00:00,0.0,29,11,0,5,2,17,4,9,4,https://thehill.com/hilltv/rising/480721-bloomberg-surges-past-warren-into-third-place-in-new-national-poll
Utah,Suffolk University,A-,132  lv,2020-01-22 00:00:00,5.0,12,10,0,5,3,27,1,14,5,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/1_27_2020_utah_marginals_pdftxt.pdf
US,Fox News/Beacon Research/Shaw & Co. Research,A-,495  lv,2020-01-22 00:00:00,1.3,26,10,0,7,3,23,3,14,5,https://www.scribd.com/document/444324295/Fox-January-19-22-2020-National-Topline-January-26-Release-pdf
Iowa,Civiqs,-,590  lv,2020-01-21 00:00:00,0.1,17,0,0,19,6,24,3,19,5,https://projects.fivethirtyeight.com/polls/20200202_IA_1.pdf
Texas,Data for Progress,A-,684  lv,2020-01-21 00:00:00,0.4,26,7,0,10,4,20,2,14,3,http://filesforprogress.org/datasets/2020/1/texas/dfp-tx-dem-primary-jan-2020.pdf
California,"University of California, Berkeley",B/C,2895  lv,2020-01-21 00:00:00,1.2,15,6,1,7,5,26,2,20,4,https://escholarship.org/uc/item/1h8738br
New Hampshire,MassINC Polling Group,A/B,426  lv,2020-01-21 00:00:00,8.3,14,1,0,17,6,29,2,13,5,https://www.wbur.org/news/2020/01/23/new-hampshire-bernie-sanders-lead-january
US,YouGov,B-,470  lv,2020-01-21 00:00:00,0.0,28,6,0,8,4,18,2,21,3,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/alq58zq5zt/econTabReport.pdf
US,Monmouth University,A+,372  rv,2020-01-20 00:00:00,1.4,30,9,0,6,5,23,1,14,3,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_012220.pdf/
Wisconsin,Baldwin Wallace University/Oakland University/Ohio Northern University,-,464  rv,2020-01-20 00:00:00,2.9,22,8,0,8,3,28,0,15,2,https://www.bw.edu/Assets/community-research-institute/2020-great-lakes-poll-full-FINAL.pdf
Michigan,Baldwin Wallace University/Oakland University/Ohio Northern University,-,477  rv,2020-01-20 00:00:00,2.9,27,9,0,6,2,22,2,14,4,https://www.bw.edu/Assets/community-research-institute/2020-great-lakes-poll-full-FINAL.pdf
Pennsylvania,Baldwin Wallace University/Oakland University/Ohio Northern University,-,502  rv,2020-01-20 00:00:00,3.0,31,9,0,7,3,21,1,12,3,https://www.bw.edu/Assets/community-research-institute/2020-great-lakes-poll-full-FINAL.pdf
Ohio,Baldwin Wallace University/Oakland University/Ohio Northern University,-,428  rv,2020-01-20 00:00:00,2.8,32,10,0,6,2,21,2,11,2,https://www.bw.edu/Assets/community-research-institute/2020-great-lakes-poll-full-FINAL.pdf
US,Pew Research Center,B/C,5861  rv,2020-01-19 00:00:00,10.8,26,5,1,7,2,21,1,16,3,https://www.people-press.org/wp-content/uploads/sites/4/2020/01/PP_2019.01.30_dem-values_report.pdf
Texas,Texas Lyceum,-,401  lv,2020-01-19 00:00:00,3.0,28,9,1,6,4,26,2,13,0,https://www.texaslyceum.org/assets/docs/Poll/2020/2020%20Texas%20Lyceum%20Poll%20Results.pdf
New York,Civis Analytics,-,845  lv,2020-01-19 00:00:00,4.1,30,17,0,7,2,17,4,14,4,http://filesforprogress.org/datasets/2020/1/dfp_poll_january_ny.pdf
US,SSRS,A/B,500  rv,2020-01-19 00:00:00,1.0,24,5,0,11,4,27,2,14,4,https://cdn.cnn.com/cnn/2020/images/01/22/rel1b.-.2020.pdf
US,Morning Consult,B+,12402  lv,2020-01-19 00:00:00,0.0,29,10,0,8,3,24,3,15,4,https://morningconsult.com/2020-democratic-primary/
New Hampshire,Suffolk University,A-,500  lv,2020-01-19 00:00:00,0.0,15,0,0,12,5,16,3,10,6,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/new-hampshire/2020/1_21_2020_marginals_pdftxt.pdf
New Jersey,Emerson College,B-,388  lv,2020-01-19 00:00:00,4.7,28,9,0,6,4,25,0,15,6,http://emersonpolling.com/2020/01/20/new-jersey-2020-generational-divide-between-biden-and-sanders-on-display/
Iowa,David Binder Research,-,500  lv,2020-01-18 00:00:00,0.1,24,1,0,16,11,14,4,18,3,https://www.focusonruralamerica.com/2020/01/20/january-poll-results/
Iowa,Neighborhood Research and Media,B/C,300  lv,2020-01-17 00:00:00,3.7,23,0,0,17,11,10,2,15,2,https://www.scribd.com/document/443446801/Iowa-Caucus-Memo-011920
US,Zogby Interactive/JZ Analytics,C,438  lv,2020-01-16 00:00:00,0.1,24,11,0,8,4,24,3,11,6,https://zogbyanalytics.com/news/911-the-zogby-poll-bloomberg-beating-trump-biden-and-trump-are-all-tied-up-trump-beats-other-democratic-rivals-trump-s-job-approval-continues-to-top-50
US,Ipsos,B+,681  a,2020-01-16 00:00:00,0.0,18,9,0,6,1,19,1,10,3,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-01/topline_reuters_2020_democratic_primary_tracker_01_17_2020.pdf
California,SurveyUSA,A,565  lv,2020-01-16 00:00:00,1.5,30,6,0,8,2,20,4,20,4,http://www.surveyusa.com/client/PollReport.aspx?g=9634c475-cb54-4a34-ab4b-c0d9a2b82759
US,SurveyUSA,A,1086  lv,2020-01-16 00:00:00,0.7,32,9,0,9,2,21,3,14,4,http://www.surveyusa.com/client/PollReport.aspx?g=b4747822-277e-4d2c-b896-eb4e04672c09
New Hampshire,Emerson College,B-,657  lv,2020-01-16 00:00:00,0.0,14,0,0,18,10,23,4,14,6,http://emersonpolling.com/2020/01/17/new-hampshire-2020-sanders-holds-lead-klobuchar-surges-to-double-digits/
US,Ipsos,B+,552  rv,2020-01-16 00:00:00,0.0,19,9,0,6,2,20,2,12,4,https://www.reuters.com/article/us-usa-election-democrats-poll/sanders-climbs-now-tied-with-biden-among-registered-voters-reuters-poll-idUSKBN1ZG00D
US,YouGov,B-,521  lv,2020-01-14 00:00:00,0.0,27,5,2,7,3,20,1,19,3,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ueji3eha6i/econTabReport.pdf
US,Harris Insights & Analytics,C+,451  rv,2020-01-14 00:00:00,0.0,29,7,0,4,3,19,3,11,2,https://thehill.com/hilltv/rising/478208-sanders-hits-highest-support-since-august
South Carolina,GQR Research (GQRR),C+,600  lv,2020-01-13 00:00:00,4.1,44,0,0,5,0,15,12,10,0,https://www.thestate.com/news/politics-government/election/article239675533.html
Wisconsin,Marquette University Law School,A/B,358  lv,2020-01-12 00:00:00,0.8,23,6,1,15,4,19,1,14,6,https://law.marquette.edu/poll/wp-content/uploads/2020/01/MLSP57Toplines.pdf
Florida,Florida Atlantic University,B/C,494  lv,2020-01-12 00:00:00,4.2,42,7,3,3,6,16,2,10,5,https://business.fau.edu/departments/economics/business-economics-polling/bepi-polls/bepi-polls-2020/biden-widening-lead-in-florida-where-trunp-has-fallen-behind.php
North Carolina,Public Policy Polling,B,509  lv,2020-01-12 00:00:00,0.2,31,8,1,6,3,18,3,15,5,https://www.publicpolicypolling.com/wp-content/uploads/2020/01/NCDemResultsJanuary2020.pdf
US,Morning Consult,B+,17096  lv,2020-01-12 00:00:00,0.0,29,8,2,8,3,23,4,14,5,https://morningconsult.com/2020-democratic-primary/
California,Public Policy Institute of California,A/B,530  lv,2020-01-12 00:00:00,1.0,24,1,0,6,4,27,0,23,3,https://www.ppic.org/wp-content/uploads/ppic-statewide-survey-californians-and-their-government-january-2020.pdf
New Hampshire,RKM Research and Communications Inc.,A/B,434  lv,2020-01-12 00:00:00,0.1,26,4,1,7,2,22,2,18,2,https://www.franklinpierce.edu/institutes/mfcc/FPU%20NH%20PP%20Jan%202020%208-12%20Tables.pdf
US,Quinnipiac University,A,651  rv,2020-01-12 00:00:00,0.4,25,6,1,8,4,19,1,16,5,https://poll.qu.edu/national/release-detail?ReleaseID=3653
Iowa,Monmouth University,A+,405  lv,2020-01-12 00:00:00,0.0,28,0,0,25,0,24,0,16,0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ia_011320.pdf/
Iowa,Monmouth University,A+,405  lv,2020-01-12 00:00:00,0.0,24,0,4,17,8,18,4,15,3,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ia_011320.pdf/
Nevada,Suffolk University,A-,500  lv,2020-01-11 00:00:00,8.6,19,0,2,8,4,18,8,11,4,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/1_14_2020_marginals_pdftxt.pdf
US,IBD/TIPP,A/B,333  rv,2020-01-11 00:00:00,0.2,26,7,0,9,3,15,2,20,3,https://projects.fivethirtyeight.com/polls/20200114_National.xlsx
California,Tulchin Research,B/C,1121  lv,2020-01-10 00:00:00,5.5,25,7,1,8,2,29,3,12,5,https://projects.fivethirtyeight.com/polls/20200122_CA.pdf
US,Ipsos,B+,436  rv,2020-01-09 00:00:00,0.0,23,8,2,7,1,20,3,15,3,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-01/topline_reuters_2020_democratic_primary_tracker_01_10_2020_0.pdf
US,Ipsos,B+,707  a,2020-01-09 00:00:00,0.0,15,6,2,5,1,17,3,10,3,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-01/topline_reuters_2020_democratic_primary_tracker_01_10_2020_0.pdf
California,Capitol Weekly,-,1053  lv,2020-01-09 00:00:00,0.5,20,6,1,11,5,24,2,21,7,https://www.dropbox.com/s/5w1aofozhv4iwl5/Jan%202020%20Presidential%20Primary%20Tracking%20Poll%20Toplines%20and%20Crosstabs.xlsx
Nevada,Myers Research/Strategic Services,-,600  lv,2020-01-08 00:00:00,3.1,28,0,2,6,4,29,8,14,5,https://www.yang2020.com/wp-content/uploads/Myers-Research-Nevada.pdf
Iowa,Selzer & Co.,A+,701  lv,2020-01-08 00:00:00,14.8,15,1,3,16,6,20,2,17,5,https://cdn.cnn.com/cnn/2020/images/01/10/rel1_ia.-.democrats.pdf
Wisconsin,Fox News/Beacon Research/Shaw & Co. Research,A-,671  lv,2020-01-08 00:00:00,9.6,23,7,3,9,4,21,2,13,3,https://www.scribd.com/document/442330004/Fox-News-Poll-January-5-8-2020-Wisconsin
Nevada,Fox News/Beacon Research/Shaw & Co. Research,A-,635  lv,2020-01-08 00:00:00,9.3,23,2,3,6,2,17,12,12,4,https://www.scribd.com/document/442329790/Fox-News-Poll-January-5-8-2020-Nevada
South Carolina,Fox News/Beacon Research/Shaw & Co. Research,A-,808  lv,2020-01-08 00:00:00,10.6,36,2,2,4,1,14,15,10,2,https://www.scribd.com/document/442330110/Fox-News-Poll-January-5-8-2020-South-Carolina
New Hampshire,Patinkin Research Strategies,-,600  lv,2020-01-07 00:00:00,3.1,21,0,2,17,6,19,6,10,5,https://www.yang2020.com/wp-content/uploads/Patinkin-Research-Strategies-New-Hampshire.pdf
New Hampshire,Monmouth University,A+,404  lv,2020-01-07 00:00:00,0.0,24,0,0,23,0,21,0,18,0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nh_010920.pdf/
New Hampshire,Monmouth University,A+,404  lv,2020-01-07 00:00:00,0.2,21,0,2,20,7,21,0,15,5,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nh_010920.pdf/
New Hampshire,Monmouth University,A+,404  lv,2020-01-07 00:00:00,0.0,19,0,1,20,6,18,4,15,3,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nh_010920.pdf/
US,YouGov,B-,574  lv,2020-01-07 00:00:00,0.0,27,3,1,7,3,20,2,22,3,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6s5t9qkjll/econTabReport.pdf
New Mexico,Emerson College,B-,447  lv,2020-01-06 00:00:00,4.1,27,3,2,7,2,28,1,8,10,http://emersonpolling.com/2020/01/07/new-mexico-2020-democrats-strong-in-the-land-of-enchantment-but-split-between-sanders-and-biden-for-nomination/
US,Morning Consult,B+,17213  lv,2020-01-05 00:00:00,0.0,31,7,2,8,3,23,4,14,4,https://morningconsult.com/2020-democratic-primary/
New Hampshire,YouGov,B-,487  lv,2020-01-03 00:00:00,0.1,25,0,3,13,7,27,3,18,2,https://drive.google.com/file/d/1UjNP6OAAS91_5VEFDFnPiTA3YD6yrOQh/view
Iowa,YouGov,B-,747  lv,2020-01-03 00:00:00,0.6,23,0,2,23,7,23,2,16,2,https://drive.google.com/file/d/1YoVEJY6TBhHvfrmNoApfpvOHNtNM6t6O/view
Connecticut,Sacred Heart University,B/C,348  rv,2020-01-02 00:00:00,2.6,33,0,0,11,0,19,0,18,0,https://www.sacredheart.edu/media/sacredheart/instituteforpublicpolicy/GreatBlue--Sacred-Heart-University-Pioneer-Poll-Report-Q4-2019-MONDAY-(Presidential-CandidatesImpeachment).pdf
US,YouGov,B-,548  lv,2019-12-31 00:00:00,0.0,29,3,2,8,4,19,2,18,3,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2r6hyqtv9p/econTabReport.pdf
US,Harris Insights & Analytics,C+,780  rv,2019-12-29 00:00:00,0.0,30,7,2,7,2,17,2,12,3,https://harvardharrispoll.com/wp-content/uploads/2020/01/HHP_December2019_RegisteredVoters_Topline.pdf
US,Morning Consult,B+,17787  lv,2019-12-29 00:00:00,0.0,32,6,3,8,3,21,3,14,4,https://morningconsult.com/2020-democratic-primary/
US,Harris Insights & Analytics,C+,431  rv,2019-12-28 00:00:00,0.0,28,11,2,6,2,16,2,11,2,https://thehill.com/hilltv/rising/476689-bloomberg-rises-to-third-place-alongside-warren-in-national-poll
US,YouGov,B-,586  lv,2019-12-24 00:00:00,0.0,30,4,2,7,5,17,1,19,3,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/t4lyjjoemc/econTabReport.pdf
