race,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,poll_id,question_id
2020D,Georgia,1/27/20,Andrew Yang,9/18/19,9/21/19,Landmark Communications,500,lv,0.8480658,0.5751483,1.9,2.00929,3.284379,59700,103177
2020D,Georgia,1/27/20,Tom Steyer,9/18/19,9/21/19,Landmark Communications,500,lv,0.8480658,0.3167948,0.1,0.15257,1.518489,59700,103177
2020D,Georgia,1/27/20,Amy Klobuchar,9/18/19,9/21/19,Landmark Communications,500,lv,0.8480658,0.5751483,1.1,1.10693,2.870122,59700,103177
2020D,Georgia,1/27/20,Elizabeth Warren,9/18/19,9/21/19,Landmark Communications,500,lv,0.8480658,0.5461959,17.4,17.11243,12.0726,59700,103177
2020D,Georgia,1/27/20,Bernard Sanders,9/18/19,9/21/19,Landmark Communications,500,lv,0.8480658,0.5461959,8.1,9.098564,13.01562,59700,103177
2020D,Georgia,1/27/20,Joseph R. Biden Jr.,9/18/19,9/21/19,Landmark Communications,500,lv,0.8480658,0.5461959,41.4,40.23269,40.42698,59700,103177
2020D,South Carolina,1/27/20,Michael F. Bennet,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,0,-0.0778346,0.15974,58470,98020
2020D,South Carolina,1/27/20,Pete Buttigieg,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,6,5.256112,5.482297,58470,98020
2020D,South Carolina,1/27/20,Tulsi Gabbard,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,0,-0.3414797,0.1147497,58470,98020
2020D,South Carolina,1/27/20,Andrew Yang,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,1,1.419798,4.49452,58470,98020
2020D,South Carolina,1/27/20,John K. Delaney,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,0,-0.1320303,-0.1890636,58470,98020
2020D,South Carolina,1/27/20,Amy Klobuchar,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,1,1.136393,2.96141,58470,98020
2020D,South Carolina,1/27/20,Elizabeth Warren,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,8,5.935736,8.266187,58470,98020
2020D,South Carolina,1/27/20,Bernard Sanders,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,18,18.09666,22.59625,58470,98020
2020D,South Carolina,1/27/20,Joseph R. Biden Jr.,5/31/19,6/12/19,YouGov,559,lv,0.8475259,0,45,45.60205,41.41078,58470,98020
2020D,National,1/27/20,Michael F. Bennet,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,1,0.6168683,,62655,113186
2020D,National,1/27/20,Pete Buttigieg,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,8,8.006643,,62655,113186
2020D,National,1/27/20,Tulsi Gabbard,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,2,1.849385,,62655,113186
2020D,National,1/27/20,Andrew Yang,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,3,2.709178,,62655,113186
2020D,National,1/27/20,Tom Steyer,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,1,0.4540243,,62655,113186
2020D,National,1/27/20,John K. Delaney,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,1,0.412769,,62655,113186
2020D,National,1/27/20,Amy Klobuchar,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,2,2.034009,,62655,113186
2020D,National,1/27/20,Elizabeth Warren,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,17,17.42049,,62655,113186
2020D,National,1/27/20,Bernard Sanders,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,20,16.37893,,62655,113186
2020D,National,1/27/20,Joseph R. Biden Jr.,11/11/19,11/17/19,Morning Consult,17050,lv,0.8459295,0,32,27.49254,,62655,113186
2020D,National,1/27/20,Michael Bloomberg,2/18/19,2/24/19,Morning Consult,15642,lv,0.8422425,0,2,1.725813,,57581,93297
2020D,Texas,1/27/20,Michael F. Bennet,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,0,-0.0778346,0.0168509,59533,102400
2020D,Texas,1/27/20,Pete Buttigieg,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,4,3.354636,5.211431,59533,102400
2020D,Texas,1/27/20,Tulsi Gabbard,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,2,1.564249,1.528721,59533,102400
2020D,Texas,1/27/20,Andrew Yang,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,3,3.514576,5.271283,59533,102400
2020D,Texas,1/27/20,Tom Steyer,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,0,0.2519418,1.771414,59533,102400
2020D,Texas,1/27/20,John K. Delaney,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,0,-0.1320303,-0.138117,59533,102400
2020D,Texas,1/27/20,Amy Klobuchar,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,1,1.136393,3.164389,59533,102400
2020D,Texas,1/27/20,Elizabeth Warren,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,18,14.99187,12.21527,59533,102400
2020D,Texas,1/27/20,Bernard Sanders,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,12,12.08051,15.98217,59533,102400
2020D,Texas,1/27/20,Joseph R. Biden Jr.,8/29/19,9/8/19,YouGov,552,lv,0.8404746,0.1198856,26,26.51638,26.63164,59533,102400
2020D,North Carolina,1/27/20,Pete Buttigieg,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,6,5.372596,5.045782,63271,115687
2020D,North Carolina,1/27/20,Andrew Yang,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,5,4.636133,5.048091,63271,115687
2020D,North Carolina,1/27/20,Tom Steyer,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,3,2.735604,2.795023,63271,115687
2020D,North Carolina,1/27/20,Amy Klobuchar,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,3,2.733512,2.998728,63271,115687
2020D,North Carolina,1/27/20,Michael Bloomberg,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,8,8,8.796771,63271,115687
2020D,North Carolina,1/27/20,Elizabeth Warren,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,15,13.76249,13.58651,63271,115687
2020D,North Carolina,1/27/20,Bernard Sanders,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,18,19.36526,20.49124,63271,115687
2020D,North Carolina,1/27/20,Joseph R. Biden Jr.,1/10/20,1/12/20,Public Policy Polling,509,lv,0.8401294,0.8401294,31,31.20536,31.01283,63271,115687
2020D,Minnesota,1/27/20,Michael F. Bennet,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.8394907,0,0.1496378,0.4045058,58464,97922
2020D,Minnesota,1/27/20,Pete Buttigieg,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.1442388,11,6.947926,7.036016,58464,97922
2020D,Minnesota,1/27/20,Tulsi Gabbard,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.8394907,0,-0.4618897,-0.0435188,58464,97922
2020D,Minnesota,1/27/20,Andrew Yang,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.1442388,2,1.808148,4.83424,58464,97922
2020D,Minnesota,1/27/20,John K. Delaney,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.8394907,0,0.1109975,0.0487685,58464,97922
2020D,Minnesota,1/27/20,Amy Klobuchar,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.1442388,16,16.08043,20.2272,58464,97922
2020D,Minnesota,1/27/20,Elizabeth Warren,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.1442388,21,16.75284,18.81645,58464,97922
2020D,Minnesota,1/27/20,Bernard Sanders,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.1442388,19,15.4779,19.88328,58464,97922
2020D,Minnesota,1/27/20,Joseph R. Biden Jr.,6/8/19,6/12/19,Change Research,772,lv,0.8394907,0.1442388,20,23.7389,21.24991,58464,97922
2020D,New Hampshire,1/27/20,Michael F. Bennet,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,0.23,0.2170864,0.4961045,57971,94279
2020D,New Hampshire,1/27/20,Pete Buttigieg,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,11.89,11.98998,11.94171,57971,94279
2020D,New Hampshire,1/27/20,Tulsi Gabbard,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,1.17,1.092277,1.619049,57971,94279
2020D,New Hampshire,1/27/20,Andrew Yang,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,1.17,1.221965,4.119516,57971,94279
2020D,New Hampshire,1/27/20,John K. Delaney,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,0.7,0.7932522,0.7528608,57971,94279
2020D,New Hampshire,1/27/20,Amy Klobuchar,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,1.17,1.702958,3.358742,57971,94279
2020D,New Hampshire,1/27/20,Elizabeth Warren,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,8.39,9.850513,18.10763,57971,94279
2020D,New Hampshire,1/27/20,Bernard Sanders,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,12.35,15.09104,18.55347,57971,94279
2020D,New Hampshire,1/27/20,Joseph R. Biden Jr.,4/25/19,4/28/19,Suffolk University,429,lv,0.8375989,0,20.05,20.8563,17.38966,57971,94279
2020D,New Hampshire,1/27/20,Michael F. Bennet,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,0,0.0784731,0.0515726,63349,116106
2020D,New Hampshire,1/27/20,Pete Buttigieg,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,15,15.12635,14.43298,63349,116106
2020D,New Hampshire,1/27/20,Tulsi Gabbard,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,5,4.765528,4.784943,63349,116106
2020D,New Hampshire,1/27/20,Andrew Yang,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,5,4.662371,4.555903,63349,116106
2020D,New Hampshire,1/27/20,Tom Steyer,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,2,2.29319,2.24351,63349,116106
2020D,New Hampshire,1/27/20,Deval Patrick,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,0,0.1425044,0.1664822,63349,116106
2020D,New Hampshire,1/27/20,John K. Delaney,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,1,0.9472159,0.9440877,63349,116106
2020D,New Hampshire,1/27/20,Amy Klobuchar,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,6,5.992465,6.055892,63349,116106
2020D,New Hampshire,1/27/20,Michael Bloomberg,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,1,1.171983,1.056999,63349,116106
2020D,New Hampshire,1/27/20,Elizabeth Warren,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,12,12.46343,12.67237,63349,116106
2020D,New Hampshire,1/27/20,Bernard Sanders,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,25,22.82677,22.8088,63349,116106
2020D,New Hampshire,1/27/20,Joseph R. Biden Jr.,1/15/20,1/23/20,University of New Hampshire,516,lv,0.83759,0.6974916,16,17.36946,17.26932,63349,116106
2020D,Nevada,1/27/20,Michael F. Bennet,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,0,0.1414646,0.3904274,58427,97828
2020D,Nevada,1/27/20,Pete Buttigieg,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,7,6.95414,7.198312,58427,97828
2020D,Nevada,1/27/20,Tulsi Gabbard,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,1,1.304687,1.853771,58427,97828
2020D,Nevada,1/27/20,Andrew Yang,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,2,2.132877,5.356192,58427,97828
2020D,Nevada,1/27/20,John K. Delaney,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,0,0.2098593,0.1571709,58427,97828
2020D,Nevada,1/27/20,Amy Klobuchar,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,1,0.8024122,2.58101,58427,97828
2020D,Nevada,1/27/20,Elizabeth Warren,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,19,17.7742,20.83047,58427,97828
2020D,Nevada,1/27/20,Bernard Sanders,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,13,13.45535,17.45931,58427,97828
2020D,Nevada,1/27/20,Joseph R. Biden Jr.,6/6/19,6/11/19,Monmouth University,370,lv,0.836315,0,36,35.85591,32.66665,58427,97828
2020D,National,1/27/20,Michael F. Bennet,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,0,0.1496378,,59482,102135
2020D,National,1/27/20,Pete Buttigieg,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,9,5.312437,,59482,102135
2020D,National,1/27/20,Tulsi Gabbard,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,2,1.4101,,59482,102135
2020D,National,1/27/20,Andrew Yang,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,2,1.808148,,59482,102135
2020D,National,1/27/20,Tom Steyer,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,1,1.273988,,59482,102135
2020D,National,1/27/20,John K. Delaney,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,0,0.1109975,,59482,102135
2020D,National,1/27/20,Amy Klobuchar,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,1,1.034435,,59482,102135
2020D,National,1/27/20,Elizabeth Warren,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,29,24.09513,,59482,102135
2020D,National,1/27/20,Bernard Sanders,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,22,18.22764,,59482,102135
2020D,National,1/27/20,Joseph R. Biden Jr.,8/23/19,8/26/19,Change Research,874,lv,0.8334568,0,19,22.66129,,59482,102135
2020D,Georgia,1/27/20,Michael F. Bennet,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4791636,0,0.1496378,0.2046988,59579,102718
2020D,Georgia,1/27/20,Pete Buttigieg,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4564231,7,3.700694,5.43921,59579,102718
2020D,Georgia,1/27/20,Tulsi Gabbard,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4791636,2,1.4101,1.402534,59579,102718
2020D,Georgia,1/27/20,Andrew Yang,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4791636,3,2.788888,4.195368,59579,102718
2020D,Georgia,1/27/20,Tom Steyer,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.1464659,0,0.2405657,1.708903,59579,102718
2020D,Georgia,1/27/20,John K. Delaney,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4791636,0,0.1109975,0.0775462,59579,102718
2020D,Georgia,1/27/20,Amy Klobuchar,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4791636,1,1.034435,2.987892,59579,102718
2020D,Georgia,1/27/20,Elizabeth Warren,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4564231,22,17.65925,13.26731,59579,102718
2020D,Georgia,1/27/20,Bernard Sanders,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4564231,17,13.66009,17.98422,59579,102718
2020D,Georgia,1/27/20,Joseph R. Biden Jr.,9/7/19,9/11/19,Change Research,755,lv,0.8306162,0.4564231,33,37.46266,37.81418,59579,102718
2020D,National,1/27/20,Michael F. Bennet,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,0,-0.0783358,,58752,99819
2020D,National,1/27/20,Pete Buttigieg,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,6,5.525517,,58752,99819
2020D,National,1/27/20,Tulsi Gabbard,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,1,1.216831,,58752,99819
2020D,National,1/27/20,Andrew Yang,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,2,2.156631,,58752,99819
2020D,National,1/27/20,Tom Steyer,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,0,0.2706401,,58752,99819
2020D,National,1/27/20,John K. Delaney,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,0,0.1516795,,58752,99819
2020D,National,1/27/20,Amy Klobuchar,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,1,0.8750902,,58752,99819
2020D,National,1/27/20,Elizabeth Warren,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,15,13.63142,,58752,99819
2020D,National,1/27/20,Bernard Sanders,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,11,12.08078,,58752,99819
2020D,National,1/27/20,Joseph R. Biden Jr.,7/25/19,7/28/19,Quinnipiac University,579,rv,0.8293009,0,34,33.65654,,58752,99819
2020D,Texas,1/27/20,Michael F. Bennet,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,0,-0.0778346,-0.0065032,62541,112603
2020D,Texas,1/27/20,Pete Buttigieg,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,6,5.256112,5.6599,62541,112603
2020D,Texas,1/27/20,Tulsi Gabbard,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,2,1.564249,1.407735,62541,112603
2020D,Texas,1/27/20,Andrew Yang,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,4,4.558792,6.2174,62541,112603
2020D,Texas,1/27/20,Tom Steyer,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,1,1.286933,2.576097,62541,112603
2020D,Texas,1/27/20,John K. Delaney,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,0,-0.1320303,-0.1662289,62541,112603
2020D,Texas,1/27/20,Amy Klobuchar,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,2,2.152273,3.43285,62541,112603
2020D,Texas,1/27/20,Elizabeth Warren,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,18,14.99187,9.97626,62541,112603
2020D,Texas,1/27/20,Bernard Sanders,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,12,12.08051,16.34683,62541,112603
2020D,Texas,1/27/20,Joseph R. Biden Jr.,10/18/19,10/27/19,YouGov,541,lv,0.8292719,0.5083852,23,23.4915,23.62853,62541,112603
2020D,National,1/27/20,Michael F. Bennet,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,0.47,0.4566624,,59449,101841
2020D,National,1/27/20,Pete Buttigieg,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,6.37,6.446893,,59449,101841
2020D,National,1/27/20,Tulsi Gabbard,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,0.24,0.1708975,,59449,101841
2020D,National,1/27/20,Andrew Yang,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,2.83,2.891607,,59449,101841
2020D,National,1/27/20,Tom Steyer,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,0.24,0.4682554,,59449,101841
2020D,National,1/27/20,John K. Delaney,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,0,0.0848955,,59449,101841
2020D,National,1/27/20,Amy Klobuchar,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,0,0.4591152,,59449,101841
2020D,National,1/27/20,Elizabeth Warren,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,13.68,15.47967,,59449,101841
2020D,National,1/27/20,Bernard Sanders,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,12.26,14.99248,,59449,101841
2020D,National,1/27/20,Joseph R. Biden Jr.,8/20/19,8/25/19,Suffolk University,424,lv,0.8292674,0,32.31,33.27899,,59449,101841
2020D,National,1/27/20,Michael F. Bennet,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,2,1.900219,,62975,113986
2020D,National,1/27/20,Pete Buttigieg,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,16,15.27439,,62975,113986
2020D,National,1/27/20,Tulsi Gabbard,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,1,1.216831,,62975,113986
2020D,National,1/27/20,Andrew Yang,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,2,2.156631,,62975,113986
2020D,National,1/27/20,Tom Steyer,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,0,0.2706401,,62975,113986
2020D,National,1/27/20,Deval Patrick,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,0,0.0865854,,62975,113986
2020D,National,1/27/20,John K. Delaney,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,0,0.1516795,,62975,113986
2020D,National,1/27/20,Amy Klobuchar,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,3,2.846454,,62975,113986
2020D,National,1/27/20,Michael Bloomberg,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,3,2.926936,,62975,113986
2020D,National,1/27/20,Elizabeth Warren,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,14,12.67463,,62975,113986
2020D,National,1/27/20,Bernard Sanders,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,13,14.16304,,62975,113986
2020D,National,1/27/20,Joseph R. Biden Jr.,11/21/19,11/25/19,Quinnipiac University,574,rv,0.8281035,0,24,23.69786,,62975,113986
2020D,California,1/27/20,Michael F. Bennet,10/15/19,10/18/19,Change Research,1631,lv,0.8276009,0.3886126,0,0.1496378,0.2113494,62442,111770
2020D,National,1/27/20,Michael F. Bennet,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,1,0.9106805,,59902,103953
2020D,National,1/27/20,Pete Buttigieg,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,4,3.588058,,59902,103953
2020D,National,1/27/20,Tulsi Gabbard,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,0,0.1903479,,59902,103953
2020D,National,1/27/20,Andrew Yang,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,3,3.17222,,59902,103953
2020D,National,1/27/20,Tom Steyer,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,0,0.2706401,,59902,103953
2020D,National,1/27/20,John K. Delaney,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,0,0.1516795,,59902,103953
2020D,National,1/27/20,Amy Klobuchar,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,2,1.860446,,59902,103953
2020D,National,1/27/20,Elizabeth Warren,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,29,27.17143,,59902,103953
2020D,National,1/27/20,Bernard Sanders,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,16,17.27504,,59902,103953
2020D,National,1/27/20,Joseph R. Biden Jr.,10/4/19,10/7/19,Quinnipiac University,646,rv,0.8251411,0,26,25.68789,,59902,103953
2020D,National,1/27/20,Michael F. Bennet,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,0,0.1414646,,59757,103683
2020D,National,1/27/20,Pete Buttigieg,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,5,4.959569,,59757,103683
2020D,National,1/27/20,Tulsi Gabbard,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,0,0.267545,,59757,103683
2020D,National,1/27/20,Andrew Yang,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,2,2.132877,,59757,103683
2020D,National,1/27/20,Tom Steyer,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,1,1.002575,,59757,103683
2020D,National,1/27/20,John K. Delaney,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,0,0.2098593,,59757,103683
2020D,National,1/27/20,Amy Klobuchar,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,1,0.8024122,,59757,103683
2020D,National,1/27/20,Elizabeth Warren,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,28,26.55324,,59757,103683
2020D,National,1/27/20,Bernard Sanders,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,15,15.48558,,59757,103683
2020D,National,1/27/20,Joseph R. Biden Jr.,9/23/19,9/29/19,Monmouth University,434,rv,0.8241848,0,25,24.87316,,59757,103683
2020D,California,1/27/20,Tulsi Gabbard,5/1/19,5/31/19,Capitol Weekly,951,lv,0.8231142,0,0.1,-0.2340375,0.2653429,58680,99461
2020D,California,1/27/20,Andrew Yang,5/1/19,5/31/19,Capitol Weekly,951,lv,0.8231142,0,0.1,0.0444118,2.622173,58680,99461
2020D,New Hampshire,1/27/20,Pete Buttigieg,7/6/19,7/9/19,Change Research,1084,lv,0.8229458,0,13,8.605466,9.932898,58652,99297
2020D,New Hampshire,1/27/20,Tulsi Gabbard,7/6/19,7/9/19,Change Research,1084,lv,0.8229458,0,3,2.350284,2.711457,58652,99297
2020D,New Hampshire,1/27/20,Andrew Yang,7/6/19,7/9/19,Change Research,1084,lv,0.8229458,0,1,0.8283029,3.116475,58652,99297
2020D,New Hampshire,1/27/20,Amy Klobuchar,7/6/19,7/9/19,Change Research,1084,lv,0.8229458,0,1,1.034435,3.067498,58652,99297
2020D,New Hampshire,1/27/20,Elizabeth Warren,7/6/19,7/9/19,Change Research,1084,lv,0.8229458,0,22,17.65925,17.03922,58652,99297
2020D,New Hampshire,1/27/20,Bernard Sanders,7/6/19,7/9/19,Change Research,1084,lv,0.8229458,0,20,16.39147,22.2301,58652,99297
2020D,New Hampshire,1/27/20,Joseph R. Biden Jr.,7/6/19,7/9/19,Change Research,1084,lv,0.8229458,0,19,22.66129,23.21522,58652,99297
2020D,Wisconsin,1/27/20,Tulsi Gabbard,10/13/19,10/17/19,Marquette University Law School,379,lv,0.8219849,0.1097722,2,2.21156,2.294741,62431,111721
2020D,National,1/27/20,Michael F. Bennet,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,1,0.6168683,,58756,99823
2020D,National,1/27/20,Pete Buttigieg,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,5,5.005549,,58756,99823
2020D,National,1/27/20,Tulsi Gabbard,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,1,0.8651938,,58756,99823
2020D,National,1/27/20,Andrew Yang,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,2,1.735754,,58756,99823
2020D,National,1/27/20,John K. Delaney,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,1,0.412769,,58756,99823
2020D,National,1/27/20,Amy Klobuchar,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,1,1.030454,,58756,99823
2020D,National,1/27/20,Elizabeth Warren,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,13,13.37275,,58756,99823
2020D,National,1/27/20,Bernard Sanders,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,18,14.55553,,58756,99823
2020D,National,1/27/20,Joseph R. Biden Jr.,7/22/19,7/28/19,Morning Consult,16959,lv,0.8218699,0,33,28.44123,,58756,99823
2020D,National,1/27/20,Michael F. Bennet,9/19/19,9/23/19,Quinnipiac University,561,rv,0.8205808,0,1,0.9106805,,59703,103198
2020D,National,1/27/20,Pete Buttigieg,9/19/19,9/23/19,Quinnipiac University,561,rv,0.8205808,0,7,6.496029,,59703,103198
